name,id,orapm,drapm,rapm,orapm_rnk,drapm_rnk,rapm_rnk,gp_total,poss_o,poss_d,poss_total,mp_o,mp_d,mp_total,pts_o,pts_d,pm,pts_o_per100,pts_o_per36
Rashad Vaughn,1626173,-0.0580270947923876,-0.650304398773643,-0.708331493566031,210,321,285,41,862,861,1723,228.2,227.733333333333,455.933333333333,966,941,25,56.0650029019153,76.2743091095189
Patrick McCaw,1627775,-1.03791396230888,0.325996899978384,-0.711917062330495,358,167,286,71,2168,2194,4362,530.883333333333,539,1069.88333333333,2419,2426,-7,55.4562127464466,81.3957908183135
Solomon Hill,203524,-0.320649534497117,-0.399607771615839,-0.720257306112956,262,288,287,80,4697,4758,9455,1140.11666666667,1199.08333333333,2339.2,5117,5181,-64,54.1195134849286,78.75
Al-Farouq Aminu,202329,-0.87670511800928,0.140276422167591,-0.736428695841689,338,198,288,61,3485,3455,6940,891.316666666667,873.95,1765.26666666667,3831,3925,-94,55.2017291066283,78.1275727935345
Jimmy Butler,202710,0.261049679166269,-1.01080522005442,-0.74975554088815,161,370,289,76,5529,5570,11099,1378.2,1403.13333333333,2781.33333333333,6085,5934,151,54.8247589872962,78.7607861936721
Amir Johnson,101161,0.975151671321276,-1.7336494654609,-0.758497794139625,69,423,290,80,3152,3141,6293,784.383333333333,782.633333333333,1567.01666666667,3684,3311,373,58.5412362942953,84.6347092670786
Rudy Gay,200752,-0.696502425744495,-0.0716768148428186,-0.768179240587314,320,239,291,30,1949,1955,3904,491.116666666667,506.75,997.866666666667,2172,2179,-7,55.6352459016394,78.3591662212721
James Johnson,201949,0.00378964839282268,-0.78559134316219,-0.781801694769368,199,345,292,76,4124,4068,8192,1055.26666666667,1030.33333333333,2085.6,4540,4370,170,55.419921875,78.3659378596088
Derrick Favors,202324,-0.17032781872947,-0.626372883530492,-0.796700702259962,231,316,293,50,2175,2168,4343,569.8,597.066666666667,1166.86666666667,2376,2379,-3,54.7087266866222,73.3040050277095
David Nwaba,1628021,0.989120558184151,-1.79234634884285,-0.803225790658702,68,427,294,20,794,798,1592,204.133333333333,205.1,409.233333333333,926,865,61,58.1658291457287,81.4596399771931
Trey Burke,203504,0.147612848580002,-0.95259421393748,-0.804981365357479,182,362,295,57,1376,1324,2700,347.65,353.933333333333,701.583333333333,1545,1421,124,57.2222222222222,79.2778239695926
Raymond Felton,101109,-0.216299504282481,-0.611143182640768,-0.827442686923249,243,315,296,80,3339,3360,6699,849.533333333334,849.45,1698.98333333333,3752,3693,59,56.0083594566353,79.501662759101
Derrick Williams,202682,0.30786871739849,-1.14915563462592,-0.841286917227435,152,386,297,50,1519,1620,3139,394.45,405.416666666667,799.866666666667,1710,1735,-25,54.4759477540618,76.9628271378563
Ian Clark,203546,-0.387425810714646,-0.454517654556535,-0.841943465271181,280,297,298,77,2238,2334,4572,552.416666666667,587.866666666667,1140.28333333333,2505,2527,-22,54.7900262467192,79.0856073782832
Timothe Luwawu-Cabarrot,1627789,-1.20847154706917,0.358558387568514,-0.849913159500652,372,161,299,69,2355,2370,4725,600.066666666667,580.666666666667,1180.73333333333,2560,2635,-75,54.1798941798942,78.0531872847383
Stephen Zimmerman,1627757,-1.54402865320174,0.676649097013765,-0.867379556187978,394,117,300,19,207,214,421,52.85,53.7333333333333,106.583333333333,219,232,-13,52.0190023752969,73.9702892885067
Trevor Booker,202344,-0.470814292202636,-0.402974094716716,-0.873788386919352,291,289,301,71,3557,3548,7105,864.266666666667,877.15,1741.41666666667,3907,3876,31,54.9894440534835,80.7687227831746
Dragan Bender,1627733,0.802307933110258,-1.67718650408163,-0.874878570971369,88,421,302,43,1138,1151,2289,284.3,288.816666666667,573.116666666667,1305,1210,95,57.0117955439056,81.9728385727164
Mirza Teletovic,203141,-0.321589965174083,-0.561446609892666,-0.883036575066749,263,314,303,70,2118,2175,4293,553.633333333333,572.266666666667,1125.9,2374,2388,-14,55.2993244817144,75.9072741806555
Kyle Anderson,203937,-2.14491653326942,1.26170844730572,-0.883208085963702,417,53,304,72,1923,1931,3854,502.583333333333,501.15,1003.73333333333,1982,2214,-232,51.4270887389725,71.086609989373
Ramon Sessions,201196,-0.531013907298743,-0.357514104838332,-0.888528012137075,304,282,305,50,1648,1611,3259,407.783333333333,403.566666666667,811.35,1809,1764,45,55.5078244860387,80.2662229617305
Rodney Stuckey,201155,-0.248624079300982,-0.650341132912366,-0.898965212213348,251,322,306,39,1366,1346,2712,349.4,348,697.4,1519,1463,56,56.0103244837758,78.4112417550904
Andre Roberson,203460,-0.739739729549172,-0.176510968112293,-0.916250697661466,325,255,307,79,4725,4825,9550,1194.9,1147.21666666667,2342.11666666667,5142,5305,-163,53.8429319371728,79.0361994492162
Spencer Dinwiddie,203915,-0.0324326919227258,-0.893319548731874,-0.925752240654599,204,357,308,59,2657,2687,5344,646.85,676.916666666667,1323.76666666667,2949,2909,40,55.1833832335329,80.1984236899756
Kent Bazemore,203145,-0.885929201296136,-0.0586882385970573,-0.944617439893193,340,237,309,73,3845,3937,7782,931.3,998.933333333333,1930.23333333333,4159,4328,-169,53.443844769982,77.5678242699501
Jerian Grant,1626170,-0.902722521600048,-0.0438830837769726,-0.946605605377021,343,232,310,63,2023,2002,4025,513.4,501.516666666667,1014.91666666667,2185,2167,18,54.2857142857143,77.5039001560062
Zach Randolph,2216,0.295560854270581,-1.26150519173956,-0.965944337468977,153,392,311,73,3319,3439,6758,848.6,937.933333333333,1786.53333333333,3697,3664,33,54.7055341817106,74.4973505485484
Nikola Vucevic,202696,-0.152497775570502,-0.830011376886435,-0.982509152456937,227,351,312,75,4327,4358,8685,1070.6,1064.61666666667,2135.21666666667,4826,4656,170,55.5670696603339,81.366918267467
Tristan Thompson,202684,-0.731641833090846,-0.257953007636103,-0.989594840726949,323,269,313,78,4642,4687,9329,1149.41666666667,1157.6,2307.01666666667,5276,5185,91,56.5548290277629,82.3297043078724
LaMarcus Aldridge,200746,-0.453086756083647,-0.540409549942492,-0.993496306026138,290,309,314,72,4367,4473,8840,1124.58333333333,1183.21666666667,2307.8,4725,5005,-280,53.4502262443439,73.7065603605165
Luol Deng,2736,-0.942558994609531,-0.0571036490955098,-0.999662643705041,351,236,315,56,2946,2978,5924,720.55,741.533333333333,1462.08333333333,3227,3312,-85,54.4733288318704,79.4564833285836
Cody Zeller,203469,-0.936238112783948,-0.063569305102153,-0.999807417886101,350,238,316,62,3246,3421,6667,813.966666666667,877.433333333333,1691.4,3552,3791,-239,53.2773361331933,75.6012770485988
Evan Turner,202323,-0.069246947130795,-0.934853057374229,-1.00410000450502,212,360,317,65,3260,3270,6530,822.516666666667,832.9,1655.41666666667,3656,3588,68,55.9877488514548,79.5062673043041
Michael Carter-Williams,203487,-1.26378185346501,0.259399071243289,-1.00438278222172,379,178,318,45,1653,1673,3326,411.133333333333,426.633333333333,837.766666666667,1773,1827,-54,53.3072760072159,76.1882783591294
Evan Fournier,203095,0.169711459457155,-1.1803904446653,-1.01067898520814,178,389,319,68,4442,4485,8927,1102.43333333333,1102.96666666667,2205.4,4971,4738,233,55.6850005600986,81.1444635893716
Wayne Selden,1627782,-0.169852683292106,-0.883442244956678,-1.05329492824878,230,356,320,14,451,432,883,116.466666666667,115.983333333333,232.45,489,465,24,55.3793884484711,75.7324155732416
Devin Harris,2734,-0.352833454114076,-0.704915231998274,-1.05774868611235,266,331,321,65,2070,2013,4083,565.383333333333,519.833333333333,1085.21666666667,2266,2219,47,55.4984080333088,75.1702425014974
Tony Parker,2225,-0.798541521398911,-0.267679022154102,-1.06622054355301,333,272,322,63,2947,2994,5941,759.866666666667,797.983333333333,1557.85,3155,3320,-165,53.1055377882511,72.9081747279905
Alex Len,203458,0.0463087940581846,-1.13028435691677,-1.08397556285858,189,383,323,77,3206,3189,6395,774.866666666667,765.483333333333,1540.35,3670,3396,274,57.3885848318999,85.7727139935729
Tyler Johnson,204020,-1.50076545080881,0.415961461464529,-1.08480398934428,388,152,324,73,4292,4273,8565,1092.78333333333,1083.15,2175.93333333333,4590,4683,-93,53.5901926444834,75.9398265878244
Jason Terry,1891,-1.04605884295131,-0.047951857540705,-1.09401070049201,359,234,325,74,2566,2572,5138,673.483333333333,691.85,1365.33333333333,2849,2856,-7,55.449591280654,75.1201171875
Marshall Plumlee,1627850,-4.49245188802666,3.35332617341372,-1.13912571461294,448,9,326,20,341,356,697,79.2833333333333,90.65,169.933333333333,338,423,-85,48.493543758967,71.604550804237
Al Jefferson,2744,0.0265224149726088,-1.17149565714032,-1.14497324216771,194,388,327,66,1809,1818,3627,452.816666666667,475.45,928.266666666667,2025,1935,90,55.8312655086849,78.5334673944269
Skal Labissiere,1627746,-0.512916495926492,-0.65519035325365,-1.16810684918014,302,324,328,33,1182,1172,2354,295.916666666667,303.866666666667,599.783333333333,1298,1316,-18,55.1401869158879,77.9081334926501
Kristaps Porzingis,204001,-0.412770748849326,-0.759243511551299,-1.17201426040062,284,341,329,66,4336,4358,8694,1065.41666666667,1060.46666666667,2125.88333333333,4755,4681,74,54.6928916494134,80.5218223013179
Ian Mahinmi,101133,-0.203675990831112,-0.980468361694643,-1.18414435252575,239,365,330,31,1075,1095,2170,278.2,277.833333333333,556.033333333333,1196,1201,-5,55.1152073732719,77.4342065823392
Alec Burks,202692,0.462267820147366,-1.65460805183469,-1.19234023168732,130,419,331,42,1238,1267,2505,314.316666666667,337.916666666667,652.233333333333,1374,1357,17,54.8502994011976,75.8378903255481
Taj Gibson,201959,-0.276302059658951,-0.920630599924677,-1.19693265958363,257,358,332,78,3913,3997,7910,970.716666666667,985.8,1956.51666666667,4276,4281,-5,54.0581542351454,78.6786039815659
Jakob Poeltl,1627751,1.18223006862542,-2.38132358110265,-1.19909351247723,50,435,333,54,1162,1206,2368,301.033333333333,322.05,623.083333333333,1311,1272,39,55.3631756756757,75.7458873879898
Josh Richardson,1626196,-0.194953561851461,-1.01581629990715,-1.21076986175861,238,372,334,53,3136,3172,6308,801.783333333333,799.316666666667,1601.1,3439,3374,65,54.5180722891566,77.3243395165824
Kelly Olynyk,203482,-0.890909523262202,-0.32135335466053,-1.21226287792273,341,276,335,75,2996,3048,6044,764.1,773.133333333333,1537.23333333333,3301,3321,-20,54.6161482461946,77.3051152503415
Willy Hernangomez,1626195,-0.798542122582291,-0.417414878606104,-1.2159570011884,334,292,336,72,2661,2658,5319,658.866666666667,648.95,1307.81666666667,2900,2877,23,54.5215266027449,79.827702659649
Reggie Bullock,203493,-0.174789739189121,-1.05894797642219,-1.23373771561131,234,377,337,31,875,937,1812,226.05,233.766666666667,459.816666666667,967,988,-21,53.3664459161148,75.7084345210047
Ish Smith,202397,-0.730536350464418,-0.503383049739718,-1.23391940020414,322,304,338,81,3813,3933,7746,968.5,982.816666666667,1951.31666666667,4188,4164,24,54.0666150271108,77.2647528591806
Jonathon Simmons,203613,-1.07862329558349,-0.155333008832484,-1.23395630441598,360,251,339,78,2649,2665,5314,688.9,703.583333333333,1392.48333333333,2808,2971,-163,52.8415506210011,72.59548289028
Bobby Portis,1626171,-1.9087940112989,0.669502885130135,-1.23929112616877,409,119,340,64,1984,1943,3927,496.65,497.016666666667,993.666666666667,2083,2149,-66,53.0430353959766,75.4659510231466
Kris Humphries,2743,-1.74556330608157,0.50191047419251,-1.24365283188906,401,139,341,56,1319,1298,2617,338.666666666667,341.066666666667,679.733333333333,1375,1437,-62,52.5410775697363,72.8226755590428
CJ Wilcox,203912,-2.21547920895516,0.966564470403074,-1.24891473855209,420,76,342,22,218,211,429,55.05,50.65,105.7,228,229,-1,53.1468531468532,77.6537369914853
Miles Plumlee,203101,-0.228351627818781,-1.0473635124241,-1.27571514024288,245,375,343,45,936,907,1843,240.55,237.883333333333,478.433333333333,1050,975,75,56.9723277265328,79.0078729185536
Raul Neto,203526,-2.9311799977447,1.60966652967341,-1.32151346807129,434,37,344,39,657,656,1313,171.85,177.183333333333,349.033333333333,675,760,-85,51.4089870525514,69.6208576067233
John Henson,203089,-0.782437220953938,-0.544756773222145,-1.32719399417608,332,311,345,58,2148,2184,4332,541.616666666667,556.05,1097.66666666667,2398,2387,11,55.3554939981533,78.6468266018828
Victor Oladipo,203506,-0.848902911238343,-0.487446331114437,-1.33634924235278,336,300,346,67,4385,4462,8847,1116.66666666667,1063,2179.66666666667,4759,4873,-114,53.7922459590822,78.6010093286435
Malik Beasley,1627736,1.85752841892795,-3.21457857770676,-1.35705015877881,23,443,347,22,336,333,669,78.35,85.8166666666667,164.166666666667,392,354,38,58.5949177877429,85.961421319797
Dejounte Murray,1627749,-1.83011288956997,0.466014745404994,-1.36409814416498,407,145,348,36,602,623,1225,151.866666666667,163.583333333333,315.45,623,700,-77,50.8571428571429,71.0984308131241
Tyler Ulis,1627755,-1.08723930039489,-0.32749665917427,-1.41473595956916,361,278,349,61,2321,2339,4660,553.766666666667,559.866666666667,1113.63333333333,2544,2533,11,54.5922746781116,82.2389176569188
Rudy Gobert,203497,-1.5222825497616,0.0424316816872274,-1.47985086807437,391,214,350,81,5076,5063,10139,1317.68333333333,1385.61666666667,2703.3,5431,5653,-222,53.5654403787356,72.3249361891022
Robin Lopez,201577,-0.851668338104074,-0.632342561489187,-1.48401089959326,337,319,351,81,4463,4503,8966,1106.58333333333,1127.95,2234.53333333333,4824,4828,-4,53.8032567477136,77.7182409451638
Mario Hezonja,1626209,0.580790396428171,-2.09340935190593,-1.51261895547776,113,432,352,65,1853,1866,3719,475.416666666667,477.366666666667,952.783333333333,2078,1912,166,55.8752352783006,78.5152273164588
Alan Williams,1626210,-1.76956597713782,0.222102155244978,-1.54746382189284,402,183,353,47,1469,1511,2980,349.583333333333,357.883333333333,707.466666666667,1578,1660,-82,52.9530201342282,80.2977761025254
Beno Udrih,2757,-2.24867984671799,0.698850145063126,-1.54982970165487,421,113,354,36,1040,1057,2097,273.866666666667,282.083333333333,555.95,1078,1153,-75,51.4067715784454,69.8048385646191
Lance Thomas,202498,0.328592291997159,-1.89599293520655,-1.56740064320939,148,430,355,46,1914,1972,3886,476.2,481.55,957.75,2134,2058,76,54.9150797735461,80.2129992169146
Cristiano Felicio,1626245,-0.477975619741167,-1.09018322623619,-1.56815884597735,292,379,356,66,2019,2021,4040,501.033333333333,535.183333333333,1036.21666666667,2181,2148,33,53.9851485148515,75.7717980473839
Malachi Richardson,1627781,-2.465831104074,0.884087347973056,-1.58174375610094,428,90,357,22,382,357,739,97.8,98.6833333333333,196.483333333333,405,407,-2,54.8037889039242,74.2047671558232
Reggie Williams,202130,-6.24443852164343,4.65089337707591,-1.59354514456753,454,4,358,6,169,150,319,41.0833333333333,38.9333333333333,80.0166666666667,158,184,-26,49.5297805642633,71.0851905852947
David West,2561,0.176768174284716,-1.77346077302298,-1.59669259873827,175,426,359,68,1591,1668,3259,409.966666666667,436.966666666667,846.933333333333,1802,1746,56,55.2930346732127,76.5963476070529
Andrew Harrison,1626150,-0.893603911817652,-0.705054074547606,-1.59865798636526,342,332,360,72,2717,2826,5543,691.183333333333,774.1,1465.28333333333,2932,3020,-88,52.8955439292802,72.0352150323601
Joakim Noah,201149,-1.18698117140351,-0.422754771715269,-1.60973594311877,370,293,361,46,2056,2067,4123,494.116666666667,501.55,995.666666666667,2222,2238,-16,53.8927965073975,80.340140609307
Ronnie Price,101179,-1.8910535270335,0.27656382223542,-1.61448970479808,408,175,362,14,282,276,558,69.3166666666667,64.9166666666667,134.233333333333,294,303,-9,52.6881720430108,78.8477775018624
D.J. Augustin,201571,-0.0611679003666919,-1.56089444053484,-1.62206234090153,211,415,363,78,2949,2998,5947,754.6,771.866666666667,1526.46666666667,3264,3108,156,54.8848158735497,76.9777700135389
Brian Roberts,203148,-0.284172878918678,-1.34655233807878,-1.63072521699746,258,396,364,41,776,768,1544,197.466666666667,214.666666666667,412.133333333333,860,817,43,55.699481865285,75.1213199611776
Kyle O'Quinn,203124,-1.13921244246749,-0.529262017227624,-1.66847445969512,364,307,365,79,2470,2483,4953,610.766666666667,621.516666666667,1232.28333333333,2665,2671,-6,53.8057742782152,77.8554715501035
Jerryd Bayless,201573,4.09694869315389,-5.78278596578762,-1.68583727263372,6,455,366,3,137,142,279,31.9833333333333,39.6,71.5833333333334,162,130,32,58.0645161290323,81.4714784633295
Josh McRoberts,201177,-0.148579676455994,-1.539126034272,-1.68770571072799,226,412,367,22,731,722,1453,185.016666666667,186.583333333333,371.6,797,758,39,54.8520302821748,77.2120559741658
Justin Holiday,203200,-0.914339705918718,-0.778913903503078,-1.6932536094218,345,344,368,82,3299,3299,6598,819.45,828.1,1647.55,3560,3535,25,53.9557441648985,77.788231009681
Michael Kidd-Gilchrist,203077,-0.608996118112547,-1.09247876178848,-1.70147487990102,311,380,369,81,4494,4635,9129,1111.76666666667,1194.31666666667,2306.08333333333,4948,5032,-84,54.2008982363895,77.2426552957757
Jared Dudley,201162,-0.316517024764736,-1.40205068523319,-1.71856770999793,261,399,370,64,2750,2797,5547,674.9,680.9,1355.8,3089,2944,145,55.6877591490896,82.0209470423366
Troy Williams,1627786,-0.669425082573509,-1.07542343265309,-1.7448485152266,317,378,371,29,1076,1102,2178,270.1,275.666666666667,545.766666666667,1176,1177,-1,53.9944903581267,77.5716117999145
Willie Reed,203186,-0.994464631585298,-0.768517190316456,-1.76298182190175,355,342,372,71,2022,2053,4075,513.383333333333,519.633333333333,1033.01666666667,2191,2192,-1,53.7668711656442,76.3550120198125
Wade Baldwin IV,1627735,0.772165809554472,-2.54282269160861,-1.77065688205414,90,437,373,33,789,761,1550,202.016666666667,198.266666666667,400.283333333333,866,768,98,55.8709677419355,77.8848315776325
Trey Lyles,1626168,-1.16477204579773,-0.627282461874307,-1.79205450767204,367,317,374,71,2198,2165,4363,571.05,586.616666666667,1157.66666666667,2343,2370,-27,53.7015814806326,72.860351281313
Joel Embiid,203954,-0.382068677281516,-1.41179145257542,-1.79386012985693,278,402,375,31,1509,1553,3062,380.55,392.133333333333,772.683333333333,1659,1635,24,54.180274330503,77.2942775177412
Paul Pierce,1718,-3.75055762134522,1.94965810931378,-1.80089951203144,442,28,376,25,547,538,1085,142.25,131.166666666667,273.416666666667,564,628,-64,51.9815668202765,74.2602864980189
Anthony Davis,203076,-0.371118646796244,-1.47729706110118,-1.84841570789742,275,408,377,75,5335,5445,10780,1299.93333333333,1379.23333333333,2679.16666666667,5805,5823,-18,53.8497217068646,78.001866251944
Paul Zipser,1627835,-1.33726516082576,-0.542431328856732,-1.87969648968249,382,310,378,44,1640,1660,3300,409.766666666667,423.666666666667,833.433333333333,1750,1783,-33,53.030303030303,75.5909290885094
Timofey Mozgov,202389,-1.18434736346027,-0.704349397480477,-1.88869676094075,369,329,379,54,2177,2212,4389,540.583333333333,548.366666666667,1088.95,2366,2433,-67,53.9074960127592,78.2184673309151
Deyonta Davis,1627738,-2.38824531304494,0.480548467659192,-1.90769684538574,426,141,380,35,461,458,919,120.25,115.6,235.85,472,494,-22,51.3601741022851,72.0457918168327
Bismack Biyombo,202687,-0.619014619694149,-1.29068734674782,-1.90970196644197,312,394,381,81,3445,3499,6944,881.116666666667,899.65,1780.76666666667,3778,3667,111,54.4066820276498,76.376092694158
James Ennis III,203516,-1.26260779778118,-0.676347537732062,-1.93895533551324,378,325,382,64,2837,2880,5717,700.1,788.683333333333,1488.78333333333,3072,3111,-39,53.7344761238412,74.2834753210116
Jon Leuer,202720,-0.49952082167221,-1.43960013353317,-1.93912095520538,299,406,383,75,3689,3874,7563,958.9,968.266666666667,1927.16666666667,4073,4010,63,53.8542906254132,76.0847530917582
Henry Ellenson,1627740,-0.925367787389789,-1.01455240606036,-1.93992019345015,349,371,384,19,278,295,573,69.4666666666667,74.6666666666667,144.133333333333,300,312,-12,52.3560209424084,74.9306197964847
Jeff Green,201145,-1.50560591231246,-0.448637909891117,-1.95424382220357,389,295,385,69,3054,3049,6103,775.533333333333,767.1,1542.63333333333,3274,3243,31,53.6457479927904,76.4044166900754
Dante Exum,203957,-0.976410219862841,-0.983773728284902,-1.96018394814774,353,366,386,66,2276,2286,4562,590.233333333333,623.95,1214.18333333333,2441,2483,-42,53.5072336694432,72.3745727580953
Nicolas Laprovittola,1627879,-0.353017418339448,-1.6081657940349,-1.96118321237434,267,418,387,18,326,326,652,85.4166666666667,87.4333333333333,172.85,348,348,0,53.3742331288344,72.4790280590107
Dwyane Wade,2548,-1.23078396408171,-0.749818023270412,-1.98060198735212,375,339,388,60,3546,3555,7101,867.416666666667,892.983333333333,1760.4,3793,3790,3,53.4150119701451,77.5664621676892
Rakeem Christmas,1626176,-3.14183539709701,1.15272665222888,-1.98910874486813,436,62,389,28,420,445,865,106.8,112.483333333333,219.283333333333,433,504,-71,50.0578034682081,71.0861138557422
Darrun Hilliard,1626199,-1.50808806208195,-0.491624543356461,-1.99971260543841,390,301,390,37,707,723,1430,183.45,187.633333333333,371.083333333333,743,768,-25,51.958041958042,72.0808443745789
Marcus Morris,202694,-0.591664835798988,-1.42311491927871,-2.0147797550777,308,404,391,79,4906,5149,10055,1254.66666666667,1282.56666666667,2537.23333333333,5470,5330,140,54.4007956240676,77.6120971662047
Robert Covington,203496,-1.79618318937007,-0.22985695847139,-2.02604014784146,404,265,392,67,4148,4234,8382,1036.43333333333,1045.28333333333,2081.71666666667,4467,4593,-126,53.2927702219041,77.2497057716788
Isaiah Canaan,203477,-2.03165759822279,-0.00523118084555777,-2.03688877906835,414,222,393,39,1156,1168,2324,287.133333333333,306.383333333333,593.516666666667,1207,1267,-60,51.9363166953529,73.2110864620482
Mike Scott,203118,-3.66737762533508,1.6185270823672,-2.04885054296788,440,36,394,18,375,365,740,97.8666666666667,95.3333333333333,193.2,367,415,-48,49.5945945945946,68.3850931677019
Jahlil Okafor,1626143,-1.24643164316292,-0.811622233732658,-2.05805387689558,377,350,395,50,2218,2218,4436,559.466666666667,558.4,1117.86666666667,2382,2370,12,53.6970243462579,76.7104007633588
Dwight Howard,2730,-1.28323780873895,-0.778423166033849,-2.06166097477279,380,343,396,74,4242,4347,8589,1027.75,1128.43333333333,2156.18333333333,4559,4709,-150,53.0795203166841,76.1178316624282
Noah Vonleh,203943,-0.364145145791501,-1.70795113669002,-2.07209628248152,271,422,397,74,2490,2457,4947,620.133333333333,621.783333333333,1241.91666666667,2741,2670,71,55.4073175662018,79.4546064550762
Aron Baynes,203382,-2.38443193588064,0.261358744436669,-2.12307319144397,425,177,398,75,2217,2270,4487,579.133333333333,584.483333333333,1163.61666666667,2313,2450,-137,51.5489190996211,71.5596487961385
Jrue Holiday,201950,-0.922751738702878,-1.2087789073562,-2.13153064605908,347,390,399,67,4337,4400,8737,1046.73333333333,1116.83333333333,2163.56666666667,4692,4732,-40,53.7026439281218,78.071086323509
Salah Mejri,1626257,-1.42069789321993,-0.807926300858517,-2.22862419407845,384,349,400,73,1662,1615,3277,473.333333333333,425.683333333333,899.016666666667,1780,1778,2,54.3179737564846,71.2778776811702
Danny Green,201980,-2.39477073672301,0.148319015049008,-2.246451721674,427,196,401,68,3409,3422,6831,870.066666666667,902.566666666667,1772.63333333333,3541,3850,-309,51.8372127067779,71.9133492544049
Domantas Sabonis,1627734,-1.47450693352748,-0.78704817509792,-2.2615551086254,386,346,402,81,3160,3184,6344,812.8,773.15,1585.95,3376,3453,-77,53.2156368221942,76.6329329424005
Kevon Looney,1626172,-2.7137733186228,0.438479000274776,-2.27529431834802,433,147,403,53,898,917,1815,223.833333333333,221.5,445.333333333333,945,1020,-75,52.0661157024793,76.3922155688623
Tyreke Evans,201936,-1.82603996115444,-0.500205395095947,-2.32624535625039,406,303,404,40,1539,1516,3055,391.683333333333,391.733333333333,783.416666666667,1617,1679,-62,52.9296235679214,74.3052866716307
Metta World Peace,1897,-4.81011919293661,2.48137267743311,-2.3287465155035,449,21,405,25,298,316,614,78.2,81.0166666666667,159.216666666667,297,370,-73,48.371335504886,67.1537736836596
Jusuf Nurkic,203994,-2.56791268534062,0.229545893872262,-2.33836679146835,430,181,406,65,2772,2835,5607,662.9,700.25,1363.15,2920,3203,-283,52.0777599429285,77.115504529949
Roy Hibbert,201579,-1.72234611992218,-0.628810966699461,-2.35115708662164,400,318,407,48,1391,1351,2742,341.466666666667,335.85,677.316666666667,1482,1476,6,54.0481400437637,78.7696547651271
Wesley Johnson,202325,-0.922872997517272,-1.4511323989965,-2.37400539651377,348,407,408,67,1563,1582,3145,401.166666666667,402.45,803.616666666667,1716,1706,10,54.5627980922099,76.8724723645187
Joe Harris,203925,-0.775136718597712,-1.60561526067552,-2.38075197927323,331,417,409,52,2396,2393,4789,557.333333333333,581.7,1139.03333333333,2629,2556,73,54.8966381290457,83.0915103450294
Aaron Brooks,201166,-1.21824362476797,-1.16305777667135,-2.38130140143933,373,387,410,65,1727,1741,3468,433.55,456.75,890.3,1876,1849,27,54.0945790080738,75.8575760979445
Brandan Wright,201148,-2.16554112995651,-0.238050529532124,-2.40359165948863,418,267,411,28,855,844,1699,210.6,235.233333333333,445.833333333333,902,920,-18,53.0900529723367,72.8343925233645
Shaun Livingston,2733,-1.52834710165675,-0.957432736075254,-2.48577983773201,393,363,412,76,2617,2631,5248,658.433333333333,680.733333333333,1339.16666666667,2887,2809,78,55.0114329268293,77.6094586185439
Tomas Satoransky,203107,-2.08729097910377,-0.398636003517926,-2.4859269826217,416,287,413,57,1394,1381,2775,352.483333333333,366.483333333333,718.966666666667,1492,1500,-8,53.7657657657658,74.7072186934953
Omer Asik,201600,-3.27575437217792,0.765988660634153,-2.50976571154376,438,105,414,31,953,961,1914,232.033333333333,242.483333333333,474.516666666667,961,1073,-112,50.208986415883,72.9078711671526
Jose Calderon,101181,-1.15150473831193,-1.40479164425704,-2.55629638256897,366,400,415,41,1052,1042,2094,260.016666666667,268.85,528.866666666667,1123,1105,18,53.6294173829991,76.4427076767932
Luke Babbitt,202337,-1.69707298062257,-0.928650943009653,-2.62572392363222,398,359,416,68,2021,2081,4102,511.4,523.033333333333,1034.43333333333,2144,2226,-82,52.2671867381765,74.6147649276577
Nemanja Bjelica,202357,-1.14213027296394,-1.48438623126497,-2.62651650422891,365,410,417,65,2326,2322,4648,587.733333333333,606.7,1194.43333333333,2563,2493,70,55.1419965576592,77.2483464962465
Tyler Zeller,203092,-1.61418577887014,-1.01879934230206,-2.6329851211722,396,373,418,51,1063,1072,2135,262.266666666667,263.4,525.666666666667,1146,1149,-3,53.6768149882904,78.4831959416614
Sasha Vujacic,2756,-2.50825539463113,-0.268536162037961,-2.77679155666909,429,273,419,41,810,816,1626,200.25,208.066666666667,408.316666666667,834,890,-56,51.2915129151292,73.5311645373281
Lance Stephenson,202362,-1.80823251004659,-0.97275934141754,-2.78099185146413,405,364,420,18,699,703,1402,177.366666666667,183.333333333333,360.7,741,757,-16,52.8530670470756,73.9561962850014
Terry Rozier,1626179,-1.36857147280508,-1.41466907627488,-2.78324054907996,383,403,421,74,2514,2489,5003,643.166666666667,622.45,1265.61666666667,2713,2649,64,54.2274635218869,77.1702858948866
Kosta Koufos,201585,-1.28765290832195,-1.55814194916048,-2.84579485748243,381,414,422,71,2660,2739,5399,669.2,715.083333333333,1384.28333333333,2935,2976,-41,54.3619188738655,76.3283046582468
Mike Dunleavy,2399,-1.45902802002549,-1.40613436838135,-2.86516238840684,385,401,423,53,1596,1667,3263,403.85,438.666666666667,842.516666666667,1709,1779,-70,52.3751149249157,73.0240746968408
Tarik Black,204028,0.847417458728805,-3.7182505022766,-2.8708330435478,84,446,424,67,2157,2190,4347,531.65,548.333333333333,1079.98333333333,2479,2249,230,57.0278352887049,82.6346085587741
Dewayne Dedmon,203473,-2.03056346456584,-0.847665401237843,-2.87822886580368,413,353,425,76,2531,2528,5059,657.55,656.1,1313.65,2629,2770,-141,51.966791856098,72.0465877516842
